$0;1716324485132890096;1.15.4;KIEKER;MacBook-Pro.local;1;false;0;NANOSECONDS;0
$1;1716324489576858112;public java.lang.String org.mybatis.jpetstore.domain.LineItem.getItemId();<no-session-id>;1461699554058436722;1716324489576850537;1716324489576855422;MacBook-Pro.local;0;0
$1;1716324489576904209;public int org.mybatis.jpetstore.domain.LineItem.getQuantity();<no-session-id>;1461699554058436723;1716324489576896735;1716324489576901594;MacBook-Pro.local;0;0
$1;1716324489576945931;public java.math.BigDecimal org.mybatis.jpetstore.domain.LineItem.getUnitPrice();<no-session-id>;1461699554058436724;1716324489576938505;1716324489576943254;MacBook-Pro.local;0;0
$1;1716324489610715771;public int org.mybatis.jpetstore.domain.LineItem.getOrderId();<no-session-id>;1461699554058436725;1716324489610691478;1716324489610709490;MacBook-Pro.local;0;0
$1;1716324489614183499;public int org.mybatis.jpetstore.domain.LineItem.getLineNumber();<no-session-id>;1461699554058436726;1716324489614168469;1716324489614178449;MacBook-Pro.local;0;0
$1;1716324489614235887;public java.lang.String org.mybatis.jpetstore.domain.LineItem.getItemId();<no-session-id>;1461699554058436727;1716324489614228168;1716324489614233326;MacBook-Pro.local;0;0
$1;1716324489614268139;public int org.mybatis.jpetstore.domain.LineItem.getQuantity();<no-session-id>;1461699554058436728;1716324489614260743;1716324489614265421;MacBook-Pro.local;0;0
$1;1716324489639961342;public org.mybatis.jpetstore.domain.Product.<init>();<no-session-id>;1461699554058436729;1716324489639943622;1716324489639955780;MacBook-Pro.local;0;0
$1;1716324489640285931;public void org.mybatis.jpetstore.domain.Product.setProductId(java.lang.String);<no-session-id>;1461699554058436730;1716324489640269185;1716324489640282393;MacBook-Pro.local;0;0
$1;1716324489640401675;public void org.mybatis.jpetstore.domain.Product.setName(java.lang.String);<no-session-id>;1461699554058436731;1716324489640391195;1716324489640398644;MacBook-Pro.local;0;0
$1;1716324489643261410;public void org.mybatis.jpetstore.domain.Product.setDescription(java.lang.String);<no-session-id>;1461699554058436732;1716324489643246085;1716324489643257157;MacBook-Pro.local;0;0
$1;1716324489643444259;public void org.mybatis.jpetstore.domain.Product.setCategoryId(java.lang.String);<no-session-id>;1461699554058436733;1716324489643434043;1716324489643441292;MacBook-Pro.local;0;0
$1;1716324489643638850;public java.lang.String org.mybatis.jpetstore.domain.Product.getProductId();<no-session-id>;1461699554058436734;1716324489643630489;1716324489643636009;MacBook-Pro.local;0;0
$1;1716324489643709414;public java.lang.String org.mybatis.jpetstore.domain.Product.getName();<no-session-id>;1461699554058436735;1716324489643691383;1716324489643695941;MacBook-Pro.local;0;0
